Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,CO_GasSensor,Ambient Light Level,Activity Level,MetalOxide_PCA,Time of Day_evening,Time of Day_morning,Time of Day_night,HVAC Operation Mode_eco_mode,HVAC Operation Mode_heating_active,HVAC Operation Mode_maintenance_mode,HVAC Operation Mode_off,HVAC Operation Mode_ventilation_only
17.42,50.5,118.93164676285323,585.0716026345948,1.0,2.0,2,0.727590188117492,0,1,0,0,0,1,0,0
23.7,44.0,95.17301613810054,606.3247598079848,1.0,3.0,1,0.5137493962914333,1,0,0,0,0,0,0,1
17.3,50.72,117.59558230534412,580.8338060063725,1.0,3.0,0,1.2443144223256608,0,1,0,0,1,0,0,0
17.35,50.64,166.66874426012515,584.5886232405182,1.0,2.0,1,0.9264537549279069,0,1,0,0,0,1,0,0
17.23,51.39,119.94952664931776,587.0550611561049,1.0,3.0,2,1.0312242182366853,0,1,0,0,0,0,0,1
17.26,51.39,113.50316810082552,584.8979840413155,1.0,3.0,1,1.0859609706755267,0,1,0,1,0,0,0,0
22.86,52.24,147.00458181244943,526.6499499858693,3.5,3.0,0,-3.499284355213472,0,0,0,1,0,0,0,0
21.77,43.99,76.0704435161778,557.9349909708682,1.0,2.0,1,2.0870344758555808,0,0,0,0,0,0,0,0
19.58,52.69,109.69108556388277,562.3740531311804,1.0,0.0,0,-0.018546025116076597,0,0,1,0,0,1,0,0
17.19,50.75,113.73394288943024,584.7138939716284,1.0,,0,1.0258666771843947,0,1,0,1,0,0,0,0
17.17,51.39,115.8165047772235,584.4011027016606,1.0,3.0,1,1.3360539551711668,0,1,0,0,1,0,0,0
24.48,50.67,112.19299456416752,549.4059603756143,2.0,0.0,0,-3.45006742305269,1,0,0,0,1,0,0,0
17.14,50.83,114.6253603664801,585.2792280810019,1.0,2.0,1,1.1064975552635585,0,1,0,0,0,0,0,1
20.53,45.84,86.86436991017703,597.8276674608358,0.0,2.0,1,1.0018529094961461,0,0,0,0,1,0,0,0
17.05,50.99,119.00980936430538,596.4599016063838,1.0,3.0,1,1.2981441104952094,0,1,0,0,0,0,0,1
20.65,58.17,126.6193473486593,548.3118803741195,1.0,0.0,1,0.955571396203832,0,0,1,0,1,0,0,0
17.05,50.92,119.44551107255958,584.9377723346851,1.0,3.0,1,1.3729822391363762,0,1,0,0,1,0,0,0
22.75,51.66,107.61869601876104,553.4452785553538,2.0,2.0,0,-0.47931538209331936,0,0,0,1,0,0,0,0
17.05,51.39,117.79676113965084,583.7352320559588,1.0,3.0,1,1.3761168777904282,0,1,0,0,1,0,0,0
16.98,50.96,119.0205717641538,585.565470125475,1.0,,2,1.2353691861571778,0,1,0,0,0,0,0,1
19.49,55.68,126.1613072957706,563.7154463106688,1.0,3.0,1,0.3282351310276639,0,1,0,0,0,1,0,0
16.99,51.39,113.63979017068884,580.8801067772429,1.0,3.0,0,1.1143629979733978,0,1,0,1,0,0,0,0
18.57,51.95,109.8702843024524,562.8421810157193,1.0,2.0,0,-1.5359303071332668,0,0,0,0,0,0,0,0
17.96,49.82,120.33971254324857,586.6032932202517,1.0,3.0,1,0.14089391873844181,0,0,1,0,1,0,0,0
16.95,50.96,119.98539015568944,584.7948987250054,1.0,3.0,1,1.008504812147466,0,1,0,0,0,0,0,1
23.75,50.76,138.020213526797,559.4744526299485,2.0,3.0,0,-2.8113388390520306,1,0,0,0,0,0,1,0
29.580000000000005,50.94,123.78622615473168,582.6454119362327,1.0,3.0,1,1.3284025189028486,0,1,0,0,1,0,0,0
29.580000000000005,50.99,121.2266439236616,585.7506055323393,1.0,2.0,0,0.8932952511080344,0,1,0,0,0,0,0,1
16.81,51.24,117.52895713668931,585.0604686692792,1.0,3.0,0,1.395394183700407,0,1,0,0,0,0,0,0
16.83,43.21,55.54050702756082,571.2645353928493,0.0,2.0,1,3.3013081665149118,0,0,0,0,0,0,1,0
16.8,51.19,117.95062845256716,577.0205858227954,1.0,2.0,2,0.9979651494705147,0,1,0,0,1,0,0,0
16.71,51.39,118.92234076887068,586.1013830663875,1.0,2.0,1,1.6738994619050063,0,1,0,0,0,0,0,0
16.86,50.85,111.57985324332948,586.3359224854653,1.0,3.0,2,0.9916195793420914,0,1,0,0,0,1,0,0
21.91,46.83,120.16989231094188,589.7926833964868,3.0,,1,0.2965144264481583,1,0,0,0,1,0,0,0
16.75,50.07,82.3151519383437,604.7676343499014,0.0,3.0,0,3.7474407791210713,0,1,0,0,1,0,0,0
16.76,51.39,95.70531335060002,596.19426496679,1.0,,1,2.3893409408776547,0,1,0,1,0,0,0,0
18.01,45.95,70.99897762051398,624.2530429609021,0.0,,0,2.929602432414898,0,0,0,0,0,0,1,0
16.59,44.33,81.3052085040827,595.3387488518858,1.0,3.0,0,3.5945422014462247,0,1,0,0,0,0,0,1
16.47,44.3,80.58827371992355,599.9667097256146,1.0,3.0,0,2.9510636279239484,0,1,0,0,0,0,0,0
16.39,44.16,79.93041328113966,600.5807698759389,1.0,2.0,1,4.023428036288037,0,1,0,1,0,0,0,0
29.580000000000005,44.18,78.38204370932827,567.82253780349,1.0,2.0,1,1.6195360675732886,0,0,0,1,0,0,0,0
16.19,44.13,75.76719284722293,599.4773864223259,1.0,1.0,1,4.026935829241589,0,1,0,0,0,0,0,0
16.14,51.39,74.74962557085614,605.272423020101,1.0,3.0,1,4.068563194984879,0,1,0,0,1,0,0,0
16.19,44.39,72.16194078881516,602.3295957722507,1.0,2.0,0,4.333236302777727,0,1,0,0,0,0,0,0
16.07,44.85,72.1535584407877,605.9138441159229,1.0,2.0,0,3.06772274474774,0,1,0,0,0,0,0,0
22.2,51.39,122.22491919911675,549.1443573322268,1.0,1.0,0,0.42625671312276636,0,0,0,0,1,0,0,0
19.1,51.39,118.6877410255225,591.8208042144012,1.0,,0,-1.9696071924401346,0,0,1,1,0,0,0,0
19.77,42.15250000000002,82.52438236224397,562.5833568282159,0.0,3.0,1,1.4423826992797149,0,0,0,0,0,0,1,0
16.25,45.58,72.63019877520834,602.6833502768376,0.0,2.0,1,4.109940201917488,0,1,0,0,0,0,0,0
16.13,51.39,166.66874426012515,606.6694360208974,1.0,2.0,0,4.18137912390008,0,1,0,0,0,0,0,1
29.580000000000005,46.73,78.9788603355886,605.4911106475671,1.0,3.0,1,0.775460039672066,0,1,0,0,1,0,0,0
17.29,51.39,66.51704752756524,607.9876553736116,1.0,2.0,0,0.8261809486313733,0,1,0,0,1,0,0,0
17.98,44.05,166.66874426012515,605.3990918846401,1.0,2.0,1,1.8666762168448117,0,1,0,0,0,1,0,0
20.16,55.66,106.92507946853289,593.6605371917645,2.0,,0,-0.016740307569937062,0,0,1,0,0,0,1,0
22.12,55.54,133.18647482418191,557.9622843368014,2.0,,0,-2.1599322659632008,0,0,1,0,0,0,1,0
22.48,51.39,106.07501298496572,552.4599696550569,2.0,,2,-1.3492724373269345,1,0,0,0,0,0,1,0
18.57,44.19,85.52169781427162,601.0444313251713,1.0,3.0,0,1.8216064542154953,0,1,0,0,0,0,1,0
17.89,45.55,83.35193182360983,599.9898364595117,1.0,3.0,1,-0.027048337493442164,0,1,0,0,0,0,0,0
18.0,45.61,54.38711065196236,597.0704660272727,1.0,3.0,0,2.1057482297691106,0,1,0,0,0,1,0,0
19.25,54.13,122.36203867467502,581.607282234877,1.0,3.0,1,0.3259381151306046,0,0,0,0,0,1,0,0
18.48,45.25,86.80224853152343,590.5609033477596,1.0,3.0,0,1.0984373836587105,0,1,0,0,0,1,0,0
18.38,45.7,92.36858588104718,594.5183655701821,1.0,2.0,2,0.6882482568847447,0,1,0,1,0,0,0,0
29.580000000000005,45.78,94.2486040339544,592.6830787816322,1.0,2.0,0,0.618734724152309,0,1,0,0,0,1,0,0
21.48,51.39,103.5606576697378,601.6028048803731,2.0,2.0,1,-0.1355443863282706,1,0,0,0,0,0,0,1
29.580000000000005,46.66,108.0214989829904,586.9666399451023,1.0,3.0,1,1.7085832650175428,0,1,0,0,0,0,0,1
17.69,47.78,104.79164769065936,590.8805723564298,1.0,3.0,1,1.6570753259695874,0,1,0,0,0,1,0,0
17.49,48.15,100.37280892684774,587.5466686520849,1.0,,0,1.3283328487700172,0,1,0,0,0,0,0,1
17.39,51.39,106.01789002961571,597.2738198461664,1.0,2.0,0,1.7658796710436053,0,1,0,1,0,0,0,0
16.83,48.19,96.69544711168184,595.2620445098325,1.0,2.0,1,2.4430376943988636,0,1,0,0,0,0,0,0
23.05,51.39,128.36571208155004,587.3088818354545,2.0,3.0,1,-0.9656755431445717,1,0,0,0,0,1,0,0
16.31,51.39,72.74928133159473,605.7003586123409,0.0,3.0,0,1.9279711729709552,0,0,0,0,0,0,0,1
19.46,54.54,87.27940331133,559.1245628714081,0.0,3.0,0,1.0866317544664836,0,0,0,1,0,0,0,0
19.23,55.93,116.9308125822578,590.989176467028,1.0,,1,0.4691292787126321,0,0,1,0,0,0,0,1
16.25,48.79,70.8979673024366,605.128722305189,0.0,3.0,1,3.545510993958174,0,0,0,0,0,0,0,0
16.13,49.09,75.10979838962248,603.3193713929625,0.0,3.0,1,3.7557808916806894,0,0,0,0,0,1,0,0
16.09,49.12,73.76619871665503,606.1335415440396,0.0,3.0,0,3.83117998778247,0,0,0,0,0,1,0,0
16.07,59.812499999999986,66.07742294942537,606.7285837499095,0.0,3.0,1,4.0513899535493465,0,0,0,0,0,0,1,0
28.07965280683209,53.91,118.0180538893974,579.7672353114923,2.0,,2,-0.06465720337530974,0,1,0,0,0,0,1,0
29.580000000000005,49.42,69.81782356622445,613.074121768005,0.0,2.0,1,2.7256024234808853,0,0,0,0,0,0,0,0
15.92,51.39,64.67606402838962,609.53086808594,0.0,3.0,1,4.05001052068909,0,0,0,1,0,0,0,0
22.95,53.3,111.43174565397788,550.4061523950926,2.0,3.0,0,-1.4093269822709817,1,0,0,0,0,0,0,0
22.81,59.812499999999986,54.38711065196236,592.6004193648571,1.0,3.0,1,0.32186695967626033,1,0,0,0,0,0,0,1
16.28,49.32,70.09837198848018,612.9579031622335,0.0,3.0,1,3.4856505872097006,0,0,0,0,0,1,0,0
16.95,48.79,67.54880977426674,607.0423623215931,0.0,3.0,1,2.823867710475089,0,0,0,0,0,1,0,0
17.57,51.39,72.23241146778992,615.6285551637694,1.0,3.0,1,2.567379087851615,0,0,0,0,1,0,0,0
17.71,47.41,74.60408268140114,605.1120005862085,0.0,1.0,1,2.6045766497323686,0,0,0,0,0,0,0,1
17.91,47.35,77.41393498589622,604.1519700140008,0.0,2.0,1,2.406208654489689,0,0,0,0,0,0,1,0
18.35,46.78,81.64623757039251,605.4179550254206,0.0,3.0,1,2.328892167655543,0,0,0,1,0,0,0,0
18.87,45.88,77.34273650434666,602.791224915195,0.0,3.0,0,2.063141134678797,0,0,0,0,0,0,1,0
19.14,45.58,76.61450620380135,601.9290662828886,0.0,3.0,1,2.6471799051882665,0,0,0,0,1,0,0,0
22.07,46.08,87.99039100613396,556.0852652395607,1.0,3.0,2,1.6448340083945054,1,0,0,0,1,0,0,0
19.98,53.99,104.25394920641364,562.0434432468846,1.0,3.0,1,0.022937233018699116,0,1,0,0,0,0,0,0
20.47,55.18,147.7188178350501,568.5483746403107,1.0,,0,-1.2821665100636566,0,0,1,0,0,0,0,1
19.32,46.97,85.1909744317215,599.165455790566,0.0,2.0,0,1.706899544135815,0,0,0,0,0,0,0,1
19.46,46.99,93.76820034497536,598.5778220247411,1.0,,0,-0.2868517070517964,0,0,0,0,0,1,0,0
19.3,53.8,92.38734537868451,586.5477312316337,1.0,2.0,1,-0.08707410864763261,0,0,0,1,0,0,0,0
19.61,46.88,84.64702455697639,592.7325938645951,1.0,3.0,0,-1.4597434995115246,0,0,0,0,0,0,0,1
29.580000000000005,44.16,61.79086739649717,620.517737633243,0.0,2.0,1,4.395293154861107,0,1,0,0,0,0,1,0
19.88,46.56,92.82749602295574,597.8183919664592,2.0,2.0,1,-0.4069172567671463,0,0,0,0,0,1,0,0
19.87,46.69,95.08788417645437,593.6398371301807,2.0,0.0,0,-0.29721345843718905,0,0,0,1,0,0,0,0
29.580000000000005,53.19,75.92729457574265,621.8920331889735,1.0,3.0,1,2.4175017107891033,0,0,0,0,0,0,0,1
20.12,51.39,92.24901332779866,592.1093175337555,2.0,2.0,1,-0.589939838721612,0,0,0,0,0,0,0,0
19.48,55.22,83.6011545901888,567.9269619324787,1.0,3.0,0,1.8678295771282865,0,0,0,0,0,0,0,0
22.12,45.8,115.42839655851448,583.3129180388657,1.0,1.0,0,-0.0690447960221594,0,0,0,0,0,0,0,0
20.61,45.85,92.88085343146892,589.6931824766277,2.0,,1,-0.08891976012348028,0,0,0,0,0,0,0,0
20.94,45.24,99.51522173187418,590.9296988262338,2.0,3.0,1,-0.11113176000252618,0,0,0,0,1,0,0,0
21.07,45.05,97.33650818854166,592.2168465575802,2.0,3.0,1,-0.08753134579529656,0,0,0,0,1,0,0,0
21.07,45.16,96.33883531239032,596.5369455323519,2.0,2.0,2,-0.22610839977692204,0,0,0,0,0,1,0,0
21.18,45.0,97.70428924316624,588.1866758984345,2.0,3.0,1,-0.16548714866604636,0,0,0,1,0,0,0,0
21.2,45.1,95.98608482271727,588.3364105047322,2.0,3.0,1,-0.451498699569001,0,0,0,0,0,1,0,0
29.580000000000005,51.39,100.34061475313636,600.3316222875544,1.0,2.0,1,-0.5454620322804327,1,0,0,1,0,0,0,0
17.61,53.29,115.45009690198523,597.1220623685354,1.0,2.0,1,1.3696314799227924,0,1,0,0,0,1,0,0
18.9,51.39,69.410744159381,593.1022873882529,0.0,3.0,0,3.6382368529687388,0,1,0,0,0,1,0,0
20.82,59.812499999999986,102.68235464059666,584.0446852482901,2.0,1.0,1,1.0111637551176218,0,0,0,0,0,0,1,0
29.580000000000005,46.38,107.61890825467304,581.8110532299056,2.0,2.0,0,-0.2258829652752074,0,0,0,0,1,0,0,0
21.71,52.58,104.3584681257106,611.8173135037953,1.0,2.0,1,0.41061215135324663,0,0,0,0,1,0,0,0
20.82,46.6,102.1755742287248,582.5551578490262,2.0,,2,-0.08124823486304633,0,0,0,0,0,1,0,0
20.97,46.3,166.66874426012515,586.1169190513207,2.0,0.0,0,-0.12232660514406848,0,0,0,0,1,0,0,0
15.94,45.42,64.2092847272538,616.3221509878005,0.0,2.0,0,4.375837677128592,0,1,0,0,1,0,0,0
21.17,46.13,100.40130385931867,584.6453296145224,2.0,3.0,1,-0.16581721674812375,0,0,0,0,0,0,1,0
18.87,44.23,66.05448800182167,584.0774354524457,0.0,3.0,1,2.841706152279342,0,0,0,0,0,0,1,0
19.91,49.44,166.66874426012515,584.9379213050383,2.0,3.0,2,-0.7790746014779036,0,0,0,0,0,1,0,0
19.71,49.74,103.46248253461698,584.7053678956071,2.0,2.0,1,-0.6167108438239274,0,0,0,0,1,0,0,0
19.5,50.29,101.05232320309317,581.0426659262866,2.0,3.0,1,-0.48797196527976694,0,0,0,0,0,0,0,0
19.87,49.56,102.86587833501017,587.0763988658539,2.0,3.0,2,-0.5505850830918355,0,0,0,0,0,0,1,0
21.1,53.87,127.7942617456674,533.1616183743429,3.5,3.0,1,-3.6042376179933036,0,0,1,0,0,0,1,0
29.580000000000005,47.01,58.700761911445404,569.4836944965772,0.0,3.0,1,4.017453726430504,0,0,0,0,1,0,0,0
20.6,48.12,110.4368567726024,583.3205569890221,2.0,1.0,1,-0.5975717863652349,0,0,0,0,0,0,0,1
20.53,59.812499999999986,109.52537586447882,585.3140859501792,2.0,,1,-1.3730213635491741,0,0,0,0,0,0,0,1
18.31,51.39,117.50153170195787,585.5086598773051,1.0,3.0,1,-1.0308833681934833,0,0,1,0,0,1,0,0
20.77,47.92,110.73925652283737,581.7848942563933,2.0,0.0,0,-0.5475573417824464,0,0,0,1,0,0,0,0
21.23,51.39,109.20261669748612,581.5365334122388,2.0,1.0,1,-1.1196944466724434,0,0,0,1,0,0,0,0
19.93,49.36,116.68675880221186,591.6522310498365,1.0,2.0,1,-0.18492932728849473,0,0,1,0,0,1,0,0
20.81,59.812499999999986,102.8078058618676,580.9043600464196,2.0,2.0,0,-0.5207709060995375,0,0,0,0,0,0,1,0
20.21,51.39,108.77553923318722,580.2199876531118,2.0,2.0,0,-0.4735690365225307,0,0,0,0,0,0,0,1
17.57,51.39,119.66021223468364,588.185117695362,1.0,3.0,0,1.492037402457648,0,1,0,0,0,1,0,0
21.23,50.64,93.08604725416076,613.0982916361886,1.0,2.0,0,0.23090802861926268,0,0,0,0,1,0,0,0
29.580000000000005,50.18,112.69937221575384,582.849907859001,2.0,3.0,0,-1.1947098800033846,0,0,0,0,0,1,0,0
23.97,45.42,166.66874426012515,579.6833225724449,1.0,3.0,1,-0.03510947294263734,1,0,0,0,0,0,1,0
19.82,50.3,114.84322642641447,583.0608562841787,2.0,1.0,2,-0.9005196705697099,0,0,0,0,0,0,0,0
19.92,51.39,111.7340822744929,585.8165922842151,2.0,2.0,2,-0.823800165287918,1,0,0,0,0,0,0,0
19.87,51.39,109.05845960996426,581.2721824303659,2.0,2.0,1,-0.9297861061021483,1,0,0,0,0,0,1,0
19.97,51.39,110.519249208515,580.3233480690658,2.0,2.0,2,-0.8510831442032172,1,0,0,0,0,0,1,0
20.38,55.59,134.57244606622243,552.2343105263686,2.0,3.0,0,0.37331418954612594,0,0,0,1,0,0,0,0
20.72,48.83,116.1465384539068,587.8263118367361,2.0,3.0,0,-0.832386051687464,1,0,0,0,0,0,0,1
21.05,51.39,106.16791265985192,581.990154337116,2.0,3.0,0,-0.8122309472716999,1,0,0,0,0,0,0,1
18.1,53.82,110.0432031003862,560.2366280637832,1.0,3.0,0,-1.2816711937947618,0,0,0,0,1,0,0,0
21.55,51.58,122.13310993162422,572.7910941183783,1.0,3.0,1,-1.4185426645124903,0,0,0,0,0,0,1,0
18.28,50.34,80.36142613052239,558.7078190028,2.0,1.0,0,1.0087356828022545,0,1,0,0,0,0,1,0
20.93,51.39,104.8510288347111,581.0244508346983,2.0,2.0,1,-0.8345933372442348,1,0,0,0,0,0,1,0
21.17,47.73,112.18018607412888,577.7908669587678,2.0,3.0,0,-0.928037249729644,1,0,0,1,0,0,0,0
20.71,48.93,117.55607171232822,575.4508073981623,1.0,1.0,0,-0.9438521797172724,1,0,0,0,0,0,1,0
20.68,51.39,113.1375679182984,582.2033001566031,2.0,2.0,0,-0.8161557696018867,1,0,0,0,0,1,0,0
19.42,54.38,166.66874426012515,577.057871062747,0.0,3.0,1,-0.3516285738431626,0,0,0,0,0,0,0,1
20.77,48.78,116.6807412046715,583.2611795874136,2.0,3.0,0,-0.977249176356597,1,0,0,0,0,1,0,0
19.86,51.39,129.19013961930168,564.2801699260485,1.0,3.0,1,0.40867143203835665,0,1,0,0,1,0,0,0
21.22,47.79,115.15412077416266,579.7796333203037,2.0,1.0,0,-0.8163927469486189,1,0,0,0,0,0,0,1
21.68,47.43,126.30832624482366,569.0577740458461,2.0,2.0,0,-0.7013940479567609,1,0,0,0,0,0,0,0
18.05,53.91,95.31022068049936,565.6354467371438,1.0,2.0,0,-0.9904935529350279,0,0,0,0,0,0,0,0
22.38,47.42,148.37533505562584,570.1334478997605,1.0,2.0,0,-1.054907053536731,1,0,0,0,0,0,0,1
20.57,50.06,115.14083348134332,593.1957640686793,1.0,3.0,1,-0.7246459425732801,0,0,1,0,1,0,0,0
23.7,46.67,166.66874426012515,566.6681422640145,3.0,3.0,0,-1.4918950908257995,1,0,0,0,0,0,1,0
23.21,48.17,163.15518417607322,558.7628042122882,3.0,3.0,0,-1.9578498327735305,1,0,0,0,1,0,0,0
23.19,47.53,153.90581587723722,563.9820604925171,3.0,3.0,0,-1.9041035252929186,1,0,0,0,1,0,0,0
18.85,59.812499999999986,114.73222384337632,605.1291843454545,1.0,2.0,1,0.8398029850220277,0,1,0,0,0,1,0,0
19.75,54.09,124.3498512466636,578.410966634044,1.0,,0,0.7600700904456971,0,1,0,0,0,1,0,0
22.49,47.67,134.4724438818069,569.1798366765369,3.0,0.0,0,-2.031428449547386,1,0,0,0,0,0,1,0
22.4,47.74,137.62171986765512,573.6733088444765,3.0,2.0,0,-2.229715172854013,1,0,0,0,1,0,0,0
19.23,52.94,108.2024125447714,558.0178650276928,1.0,3.0,2,0.06996881537384457,0,1,0,1,0,0,0,0
21.66,49.28,134.04926404715275,575.4662194211003,3.0,1.0,0,-1.7112979491871398,1,0,0,1,0,0,0,0
21.5,51.39,130.10818984166502,575.6913371634923,3.0,3.0,0,-1.4253494789626828,1,0,0,1,0,0,0,0
22.73,43.45,110.25536148684796,592.8148792086538,1.0,3.0,0,0.40907101977219795,1,0,0,0,0,0,1,0
21.42,49.3,125.60433150072976,577.805412105161,1.0,2.0,0,-1.663460406963906,1,0,0,0,0,0,0,1
17.5,53.31,126.71098624596276,594.6714272027576,0.0,3.0,0,1.1179671802647237,0,0,1,1,0,0,0,0
21.5,49.14,133.81506197425898,578.0322255985534,3.0,3.0,0,-1.343050946073575,1,0,0,0,0,1,0,0
19.01,55.13,110.39633169720275,571.5213661315987,2.0,2.0,1,-0.07834644051363113,0,1,0,0,0,0,0,1
21.49,48.85,126.90533737346244,577.7360124411595,3.0,0.0,0,-1.1924692667136445,1,0,0,0,1,0,0,0
21.5,48.98,124.31946172369166,575.2707513034791,3.0,2.0,0,-1.117849832492252,1,0,0,0,1,0,0,0
21.95,52.14,116.9085482783076,577.4361984901727,1.0,2.0,0,-1.2562595135830426,0,0,1,0,0,0,0,0
20.41,53.21,98.2035796752028,609.098945672256,1.0,2.0,1,-0.5101952940344011,0,0,1,0,0,0,1,0
20.29,51.98,112.2732744269395,564.7009022768038,1.0,2.0,1,-0.7511910858259759,0,0,1,0,0,0,0,0
21.93,50.94,105.22075474779672,551.2537312706654,1.0,3.0,1,0.0397303055841895,0,0,1,0,0,1,0,0
23.18,45.48,133.75330045329645,574.5741146123237,2.0,3.0,0,-0.7362391308050266,1,0,0,0,1,0,0,0
23.5,44.81,132.621921907444,572.5689547079448,2.0,3.0,0,-0.72773364944217,1,0,0,0,0,0,0,0
23.26,44.97,116.25994079048672,592.1319655381277,1.0,,1,-0.38403304588434045,1,0,0,0,0,0,0,0
15.85,42.8,69.01674057571427,610.321427793677,0.0,3.0,1,4.339263939663451,0,0,0,1,0,0,0,0
23.86,44.15,128.41584017265714,572.3216149435807,1.0,3.0,0,-0.7971481075828448,1,0,0,0,1,0,0,0
23.47,44.97,125.60695646078165,577.0662185483868,2.0,3.0,0,-0.5520148102711389,1,0,0,0,0,0,0,0
22.19,47.59,148.59697136107349,574.158536515361,2.0,3.0,0,-1.2727860427800506,1,0,0,1,0,0,0,0
24.01,51.39,106.98424999504915,555.5015507616085,2.0,1.0,0,-1.710454283467681,0,0,0,0,0,0,0,1
23.07,48.59,89.92523160063266,611.1309388297924,1.0,2.0,1,-1.359658735628727,1,0,0,0,0,1,0,0
18.01,49.7,166.66874426012515,611.154091387842,1.0,,0,0.9616395529528587,0,0,0,0,0,0,0,1
22.27,47.01,124.7965984381142,575.7828898470578,2.0,3.0,0,-0.7633648675983086,1,0,0,0,0,0,0,1
19.72,51.39,108.44202459867344,591.9511307495045,2.0,1.0,2,0.42501586747090914,0,0,0,1,0,0,0,0
21.97,47.48,125.10753605363512,581.8951812872002,2.0,2.0,0,-0.3060396534825987,1,0,0,0,0,1,0,0
22.05,47.22,124.20992139146946,578.0442442608323,2.0,3.0,0,-0.8468346028949825,1,0,0,0,1,0,0,0
22.19,51.39,125.76754513531476,587.238292945699,2.0,3.0,0,-0.6146811811220393,1,0,0,0,0,1,0,0
22.56,45.88,122.78957532438994,574.3398665295829,2.0,2.0,0,-0.4765516083483775,1,0,0,0,0,0,1,0
19.51,56.45,139.5389495637861,560.2482372916579,2.0,3.0,0,-1.4138080249617855,0,0,1,1,0,0,0,0
22.8,42.15250000000002,117.72445519455108,581.7050575138901,1.0,2.0,0,-0.7699726031947279,1,0,0,1,0,0,0,0
22.84,44.67,118.3459124708904,578.1317878807209,2.0,3.0,0,-0.21883296477117273,1,0,0,1,0,0,0,0
22.64,51.39,120.61704228692732,582.9415800597654,2.0,3.0,1,-0.37495524273856284,1,0,0,0,0,1,0,0
22.99,51.39,128.93148609977357,566.1568840675765,2.0,0.0,0,-1.9834715552608877,0,0,0,0,0,0,0,0
18.43,51.39,64.21858087683937,583.6207322521001,0.0,1.0,0,3.987879816403256,0,0,0,0,0,1,0,0
22.19,45.73,119.59259284751388,579.782096162624,2.0,3.0,1,0.5678789973014781,1,0,0,0,1,0,0,0
29.580000000000005,51.39,114.91617765932884,580.0966529793493,2.0,,0,-0.3572361423295815,1,0,0,1,0,0,0,0
22.54,51.39,132.74512945726275,578.4165276693901,2.0,,0,-1.2687870046423404,1,0,0,0,1,0,0,0
20.97,57.51,140.51523336147991,558.7345330040367,1.0,1.0,0,-1.5099799962025566,0,0,1,0,0,0,0,0
22.14,45.47,114.6481167714789,582.5437094702512,2.0,3.0,0,-0.13150101855744842,1,0,0,0,1,0,0,0
29.580000000000005,44.82,114.25336286474138,582.5756569597634,2.0,2.0,1,-0.4623103932731861,0,0,1,0,0,0,0,1
18.87,51.39,80.89122607041169,598.1523588657933,0.0,,1,2.254624700363642,0,1,0,0,1,0,0,0
22.09,44.96,117.70880636045278,580.2803610196994,2.0,3.0,0,-0.32843092138836233,0,0,1,1,0,0,0,0
21.86,45.4,54.38711065196236,581.2398277447048,2.0,3.0,2,-0.516368131197085,0,0,1,1,0,0,0,0
21.81,45.34,113.47576719702889,577.5969810741319,1.0,,2,-0.28418943639638067,0,0,1,0,0,0,0,0
22.11,51.58,123.19954541213647,540.4839306971377,3.5,,1,-3.827519075163998,1,0,0,1,0,0,0,0
21.6,45.84,113.75632344934633,584.1240750138024,2.0,2.0,2,-0.30020495948583537,0,0,1,0,0,0,0,1
18.27,52.12,94.9058799329566,604.1866967423239,1.0,2.0,1,2.387515888822954,0,0,0,0,0,0,1,0
21.33,46.13,117.2077536397143,581.5641862749736,2.0,3.0,1,-0.12850395129617034,0,0,1,1,0,0,0,0
19.18,50.89,102.5094622549502,594.509503728386,1.0,3.0,0,1.1456520988963594,0,0,1,0,0,0,0,0
24.2,49.31,104.20078045057376,605.2538433900709,1.0,2.0,1,-0.27138398348955134,1,0,0,0,0,0,0,1
21.06,46.76,118.22986521242456,584.4288504495403,2.0,2.0,1,0.1558610279622858,0,0,1,0,0,0,0,0
17.04,49.81,85.97834956658667,601.6109147390334,1.0,3.0,1,2.1394399177454377,0,1,0,0,0,0,0,1
20.69,47.47,113.84106497478012,577.9188516822545,2.0,3.0,2,-0.0847109944753509,0,0,1,0,0,0,1,0
20.53,47.64,115.21044359793424,582.1270694071936,2.0,,0,-1.2598291960791104,0,0,1,0,0,0,0,0
18.82,51.39,139.10882136477514,584.064837528485,1.0,3.0,2,0.5079239352566564,0,0,1,0,0,1,0,0
20.36,59.812499999999986,116.77121918632264,581.1219868146635,2.0,3.0,1,-0.07767379914781057,0,0,1,1,0,0,0,0
23.8,53.53,125.16886438879013,553.0128659041178,2.0,3.0,0,-3.3410718667124857,1,0,0,0,0,1,0,0
20.21,48.22,115.01497989256792,583.6936078545193,2.0,2.0,1,0.12759349273954082,0,0,1,0,0,1,0,0
20.27,47.96,115.24857286077965,584.8242737508486,1.0,3.0,1,-0.06495480472869407,0,0,1,0,0,0,0,1
20.25,59.812499999999986,117.11669881362296,579.5559732539839,1.0,1.0,2,0.010405655701812516,0,0,1,0,0,0,1,0
20.18,47.96,116.59548943239896,581.0026923621032,1.0,,1,0.2720517372534185,0,0,1,0,1,0,0,0
24.8,48.16,116.47479967614682,594.0894367993878,3.0,2.0,0,-1.7257693180305782,1,0,0,1,0,0,0,0
23.11,46.13,111.1292184093977,585.6227027000376,1.0,3.0,0,-1.4938303190740945,1,0,0,0,0,0,1,0
